,year,description,period,current_country,country
335,632,"Qibi Heli of the Tiele bring more than 1,000 households to Tang",7th century,5
336,634,Yong'an Palace (永安宮) (Daming Palace) is completed,7th century,5
337,634,Songtsen Gampo of the Tibetan Empire sends an embassy to the Tang,7th century,5
338,635,"Emperor Taizong's campaign against Tuyuhun: Emperor Taizong of Tang launches a campaign against Tuyuhun, a Xianbei empire to the west, and annexes the area",7th century,5
339,635,Yarkand (Shache) submits to the Tang dynasty.,7th century,5
340,635,Yong'an Palace renamed Daming Palace,7th century,5
341,636,The fubing system is revised to comprise 634 intrepid garrisons (zhechong fu 折衝府),7th century,5
342,638,Gar Tongtsen Yulsung of the Tibetan Empire arrives in Tang to ask for a princess bride,7th century,5
343,638,"Tibetan attack on Songzhou: The Tibetan Empire attacks the city of Songzhou, now modern Songpan, in Sichuan",7th century,5
344,639,Census estimates a total population of 50 million residing within Tang administrated territory[22],7th century,5
345,640,"Tang campaign against Karakhoja: Hou Junji conquers Karakhoja and annexes Gaochang (Turpan, Xinjiang); the Protectorate General to Pacify the West is created[23]",7th century,5
346,640,Gar Tongtsen Yulsung of the Tibetan Empire arrives in Tang with tribute and successfully requests for a princess bride,7th century,5
347,641,"Princess Wencheng, an imperial sororal kin of the Tang dynasty, arrives in Tibet as Songtsen Gampo's bride",7th century,5
348,643,Crown Prince Li Chengqian is deposed,7th century,5
349,644,Emperor Taizong of Tang starts preparations for a campaign against Goguryeo,7th century,5
350,644,Tang campaigns against Karasahr: Tang general Guo Xiaoke attacks Karasahr and achieves military victory but Karasahr remains a vassal of the Western Turkic Khaganate,7th century,5
351,644,Aksu (Gumo) submits to Tang,7th century,5
352,645,"First campaign in the Goguryeo–Tang War: Emperor Taizong of Tang leads an invasion of Goguryeo in person but withdraws after failure to conquer Anshi (northeast of Yingkou, Liaoning)",7th century,5
353,645,Xuanzang returns from India,7th century,5
354,646,Emperor Taizong's campaign against Xueyantuo: Tang forces defeat Xueyantuo in battle and their khan surrenders,7th century,5
355,647,"Li Shiji leads another campaign against Goguryeo, but does not succeed",7th century,5
356,648,Emperor Taizong of Tang launches one more campaign against Goguryeo unsuccessfully,7th century,5
357,648,Tang campaign against Kucha: Tang general Ashina She'er conquers Kucha (Qiuci),7th century,5
358,648,"Songtsen Gampo of the Tibetan Empire attacks Arjuna, usurper of Harsha of Mithila, for accosting the Tang ambassador Wang Xuance[12]",7th century,5
359,648,Khitans submit to Tang as vassals,7th century,5
360,649,"Emperor Taizong of Tang succumbs to illness, possibly from the pills he took from his alchemists, and dies, his son Li Zhi succeeds him and becomes Emperor Gaozong of Tang",7th century,5
361,649,The campaign against Goguryeo is called off,7th century,5
362,650,"Earliest known extant piece of printed text appears in Chang'an: a fragment of a Buddhist dhāraṇī scroll written in Sanskrit, known as the Great spell of unsullied pure light (Wugou jingguang da tuoluoni jing 無垢淨光大陀羅尼經)",7th century,5
363,653,"A woman claims the title of emperor and rises in rebellion, causing widespread disruption for a few weeks before she is defeated and dies",7th century,5
364,655,Wu Zetian is set up as empress,7th century,5
365,656,Cheng Yaojin defeats the Karluk and Turgesh forces of the Western Turkic Khaganate,7th century,5
366,657,Battle of Irtysh River: Ashina Helu of the Western Turkic Khaganate is defeated by Su Dingfang of the Tang dynasty,7th century,5
367,658,Conquest of the Western Turks: Ashina Helu of the Western Turkic Khaganate is defeated by Su Dingfang of the Tang dynasty and lives out the rest of his days in Chang'an; the Western Turkic Khaganate is annexed by Tang,7th century,5
368,658,Luoyang becomes the Eastern Capital,7th century,5
369,659,"Evidence of a dental amalgam appears in the medical text Newly Revised Herbal Foundation (《新修本草》, Xīnxiū Běncǎo) written by Su Gong (苏恭), manufactured from tin and silver.",7th century,5
370,660,Su Dingfang defeats Baekje,7th century,5
371,660,Tibetan Empire and their Turkic allies attack Shule,7th century,5
372,660,"Tang attacks the Khitans and captures their leader Abugu, sending him back to Luoyang",7th century,5
373,660,Emperor Gaozong of Tang begins suffering from severe headaches as well as loss of vision and yields decision-making power to Wu Zetian,7th century,5
374,661,Su Dingfang lays siege to Pyongyang,7th century,5
375,661,Peroz III of the Sasanian Empire requests military aid from Tang against the Arab invasion of Persia,7th century,5
376,662,Tang troops lift siege of Pyongyang due to lack of food supplies,7th century,5
377,662,Liu Rengui inflicts a fatal blow on Baekje,7th century,5
378,662,The Daming Palace is rebuilt,7th century,5
379,663,"Battle of Baekgang: Liu Rengui and others vanquish Baekje, having defeated a combined Baekje and Yamato fleet",7th century,5
380,663,Tibetan Empire attacks Yutian but are repelled,7th century,5
381,663,The Daming Palace is completed,7th century,5
382,664,Liu Rengui sends a memorial to the emperor reporting low morale of troops in Korea,7th century,5
383,664,Emperor Gaozong of Tang makes a failed attempt to depose Wu Zetian,7th century,5
384,665,Wu Zetian becomes the de facto ruler,7th century,5
385,665,Tibetan Empire and Turkic allies attack Yutian,7th century,5
386,667,Xue Rengui achieves a decisive victory against Goguryeo,7th century,5
387,668,Li Shiji sacks Pyongyang and conquers Goguryeo; the Protectorate General to Pacify the East is established[41],7th century,5
388,669,General Li Shiji dies,7th century,5
389,670,"Battle of Dafei River: Tibetan Empire destroys Xue Rengui's allegedly 100,000 strong army, captures Qiuci, and attacks Gumo[42]",7th century,5
390,670,Peroz III arrives at the Tang court,7th century,5
391,673,Tang captures Qiuci[34],7th century,5
392,673,Tang consolidates control over the Wudoulu Turks living in the area that came to be known as Dzungaria,7th century,5
393,675,Tang defeats Silla in Gyeonggi,7th century,5
394,676,"Tibetan Empire attacks Die, Fu, and Jing prefectures. Fengtian and Wugong are sacked.",7th century,5
395,676,The Protectorate General to Pacify the East relocates to Liaoyang[46],7th century,5
396,677,Tibetan Empire captures Qiuci[34],7th century,5
397,677,"Ashina Duzhi, previously a Tang general tasked with controlling the Wuduolu Turks, rebels and declares himself Onoq Khagan, ruler of all Turks.",7th century,5
398,677,"The Protectorate General to Pacify the East relocates to Xincheng, in modern Fushun, Liaoning[46]",7th century,5
399,678,Tibetan Empire defeats a Tang army in the Qinghai region,7th century,5
400,678,"Pei Xingjian (裴行儉) attempts to escort Peroz III back to Persia and makes it as far as Suiye (Tokmok, Kyrgyzstan)",7th century,5
401,679,"Pei Xingjian escorts Peroz's son Narsieh to Suiye, and Narsieh spends 20 years in Tukhara",7th century,5
402,679,Pei Xingjian defeats a rebellion by Onoq Qaghan (Ashina Fuyan Duzhi 阿史那匐延都支) and Li Zhefu (李遮匐),7th century,5
403,679,Pei Xingjiang defeats the Tibetans and re-establishes control over the Tarim oasis states[34],7th century,5
404,679,Ashide Wenfu and Ashide Fengzhi of the Chanyu Protectorate make Ashina Nishufu a Khagan and revolt against Tang dynasty.,7th century,5
405,680,Pei Xingjian defeats Ashina Nishufu and Ashina Nishufu is killed by his men.,7th century,5
406,680,Ashide Wenfu makes Ashina Funian a Khagan and revolts against Tang dynasty.,7th century,5
407,680,Pei Xingjian convinces Ashina Funian to surrender; Funian is executed in Chang'an,7th century,5
408,680,Tibetan Empire expands aggressively into Xiyu (Western Regions) and captures of the fortress of Anrong in Sichuan[42],7th century,5
409,681,Ilterish Qaghan revolts with the remnants of Ashina Funian's men.,7th century,5
410,681,Tibetan Empire invades the Qinghai region but is defeated by a Tang army,7th century,5
411,682,Ilterish Qaghan establishes the Second Turkic Khaganate[50] and attacks Tang[51],7th century,5
412,683,"Emperor Gaozong of Tang succumbs to illness and dies, his son Li Xian succeeds him and becomes Emperor Zhongzong of Tang",7th century,5
413,683,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,5
414,684,"Wu Zetian deposes Emperor Zhongzong of Tang, replaces him with Emperor Ruizong of Tang",7th century,5
415,684,Xu Jingye rebels in Yangzhou and fails,7th century,5
416,684,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,5
417,685,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,5
418,686,Tang troops withdraw from the Four Garrisons of Anxi after elements within the court argue for the decrease of military expenditures[23][34],7th century,5
419,687,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,5
420,687,Lý Tự Tiên and Đinh Kiến revolt at Đại La in response to a raise in harvest tax,7th century,5
421,688,Wu Zetian carries out killing of Tang princes and princesses,7th century,5
422,689,The ritual structure Mingtang (Hall of Brightness) is set up in Luoyang,7th century,5
423,690,Wu Zetian starts the first official Palace Examination (dianshi 殿試),7th century,5
424,690,Wu Zetian declares herself emperor of the Zhou dynasty in Luoyang,7th century,5
425,690,Tibetan Empire defeats a Tang army at Issyk-Kul,7th century,5
426,692,Tang forces reconquer the Four Garrisons of Anxi from Tibetan Empire,7th century,5
427,693,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,7th century,5
428,693,Commoners and gentry from non-elite backgrounds are permitted to take the imperial examinations.,7th century,5
429,694,Tibetan Empire attacks the Stone City (Charklik).,7th century,5
430,694,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against Tang,7th century,5
431,696,Qapaghan Qaghan of the Second Turkic Khaganate defeats the Khitans to the east and raids Tang,7th century,5
432,696,Li Jinzhong (Mushang Khan) of the Khitans along with his brother-in-law Sun Wanrong revolt against Tang hegemony and attack Hebei; Li dies soon after and Sun succeeds him,7th century,5
433,696,Tibetan Empire defeats a Tang army at Tao Prefecture and attacks Liang Prefecture,7th century,5
434,697,The Zhang brothers Yizhi and Changzong are admitted into the palace to attend on Wu Zetian,7th century,5
435,697,Qapaghan Qaghan of the Second Turkic Khaganate defeats the Khitans and conducts raids against Tang,7th century,5
436,698,Battle of Tianmenling: Dae Jo-yeong's Goguryeo remnants and Mohe people defeat Tang forces,7th century,5
437,698,"Dae Jo-yeong establishes the state of Jin (震) in northern Korea, later renamed Balhae (渤海) in 712",7th century,5
438,698,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,7th century,5
439,699,"Go Deokmu rebels and creates Lesser Goguryeo; the Protectorate General to Pacify the East is moved to Pingzhou, in modern Lulong County[46]",7th century,5
440,700,Tridu Songtsen of the Tibetan Empire attacks He and  Liang prefectures,8th century,5
441,701,"Tridu Songtsen of the Tibetan Empire allies with Turks and attacks Liang, Song, and Tao prefectures",8th century,5
442,702,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,8th century,5
443,702,Tibetan Empire attacks Mao Prefecture,8th century,5
444,702,Military examinations are introduced to recruit new officers as a response to the breakdown of the fubing system.,8th century,5
445,705,Zhang Jianzhi kills the Zhang brothers in a coup and restores the Tang with Emperor Zhongzong of Tang as emperor; Wu Zetian dies from illness not long after,8th century,5
446,705,"The earliest known printed text created specifically for reading, the Lotus Sutra, is dated to this year",8th century,5
447,706,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,8th century,5
448,707,Crown Prince Li Chongjun starts a coup in which he kills Wu Sansi and assaults the palace; the coup fails and he is killed by his own soldiers while fleeing,8th century,5
449,707,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against Tang,8th century,5
450,708,Turgesh attacked Qiuci,8th century,5
451,708,Peroz III arrives back at the Tang court,8th century,5
452,710,"Emperor Zhongzong of Tang is poisoned to death by Empress Wei (his second wife), and Princess Anle, their daughter; Emperor Zhongzong of Tang's youngest son Emperor Shang of Tang succeeds the throne",8th century,5
453,710,Emperor Gaozong of Tang's daughter Princess Taiping instigates a coup and grandson Li Longji kills Empress Wei; Emperor Shang of Tang is replaced by Emperor Ruizong of Tang,8th century,5
454,710,"Princess Jincheng, a great-granddaughter of Emperor Gaozong of Tang, is sent to Tibet as a bride; the Tibetans are granted Jiuqu (九曲), the land north of the Yellow River in Gansu by Emperor Ruizong of Tang",8th century,5
455,710,Zhang Xuanbiao of the Tang dynasty invades northeastern Tibet,8th century,5
456,711,The post of jiedushi is created,8th century,5
457,712,Emperor Ruizong of Tang abdicates in favor of his son Li Longji (Emperor Xuanzong of Tang),8th century,5
458,712,Jin renames itself Balhae,8th century,5
459,713,Princess Taiping is ordered to kill herself after her failed attempt to unseat Emperor Xuanzong of Tang,8th century,5
460,713,Construction begins on the Leshan Giant Buddha,8th century,5
461,714,"Tibetan Empire attacks Lintao and Weiyuan as well as Lan and Wei prefectures, but ultimately suffer a major defeat and are repelled",8th century,5
462,715,Zhang Xiaosong (張孝嵩) assists Fergana (Bahanna 拔汗那) in repulsing attacks by Tibetans and Arabs,8th century,5
463,715,Tibetan Empire attacks the Beiting Protectorate and Song Prefecture,8th century,5
464,716,Khitans break alliance with the Turks and ally with Tang,8th century,5
465,717,"Battle of Aksu (717): Turgesh, Arabs, and Tibetan Empire attacks Gumo and the Stone City.[74]",8th century,5
466,717,"A Tibetan army was defeated by Guo Zhiyun at the ""Bends of the Yellow River""",8th century,5
467,719,Turgesh captures Suiye,8th century,5
468,720,Bilge Khagan of the Second Turkic Khaganate invades the Tang dynasty and extracts tribute,8th century,5
469,720,The governor-general of Ying Prefecture sends 500 Tang soldiers to interfere in Khitan conflicts but is defeated,8th century,5
470,720,Tibetan Empire seizes the Stone City,8th century,5
471,720,"Tang bestows titles on the kings of Oddiyana, Khuttal, and Chitral",8th century,5
472,722,"Tang assists Lesser Bolü (小勃律, a city state centering modern Gilgit, Pakistan, in Kashmir) in repulsing advancing Tibetan troops",8th century,5
473,722,Mai Thúc Loan rebels in Annam and is defeated,8th century,5
474,723,Princess Jincheng writes to Lalitaditya Muktapida of the Karkoṭa Empire asking for asylum. In response he contacts Zabulistan and forms an alliance against the Tibetan Empire.,8th century,5
475,724,Wang Junchuo launches an attack on the Tibetan Empire and scores a victory,8th century,5
476,725,The king of Khotan rebels but is immediately replaced with a Tang puppet by the Anxi Protectorate,8th century,5
477,726,Turgesh attacks Qiuci,8th century,5
478,726,Stag sgra khon lod of the Tibetan Empire attacks Gan Prefecture but most of their forces die in a snowstorm and the rest are mopped up by Wang Junchuo,8th century,5
479,727,Stag sgra khon lod and Cog ro Manporje of the Tibetan Empire and the Turgesh attack Qiuci and Gua Prefecture[63][81],8th century,5
480,728,Tibetan Empire attacks Qiuci,8th century,5
481,729,Zhang Shougui (張守珪) inflicts a major defeat on the Tibetan Empire at Xining[63],8th century,5
482,730,Ketuyu of the Khitans attacks Tang,8th century,5
483,732,Tang forces inflict heavy casualties on the Khitans and Kumo Xi,8th century,5
484,733,A Tang-Kumo Xi army attacks a Turk-Khitan army,8th century,5
485,734,Tang and Tibetan Empire demarcate their territory Chiling Mountain with a boundary tablet,8th century,5
486,734,Zhang Shougui defeats Khitan forces in Youzhou (Hebei),8th century,5
487,735,Turgesh attack Ting Prefecture.,8th century,5
488,736,An Lushan attacks the Khitans but is defeated,8th century,5
489,737,Piluoge (皮羅閣) unites the six zhaos (kingdoms) with Tang support,8th century,5
490,737,"Hexi jiedushi Cui Xiyi makes a covenant with the Tibetan general in Koko-nor, Yilishu, to relax border defenses so their soldiers can engage in agriculture and animal husbandry. A white dog is sacrificed to seal the covenant.",8th century,5
491,738,Tang captures and loses Anrong to the Tibetan Empire,8th century,5
492,739,Tang scores a major victory against the Tibetan Empire at Shan Prefecture,8th century,5
493,739,The Tang Institutions of Six Administrative Divisions (Tang Liudian 唐六典) is completed,8th century,5
494,740,Tang captures Anrong from the Tibetan Empire[92],8th century,5
495,740,An Lushan attacks the Khitans,8th century,5
496,741,Tibetan Empire attacks Tang in the Qinghai region but is repelled; the Tibetans sack the Stone City on their way back,8th century,5
497,742,Huangfu Weiming of Longyou and Wang Chui of Hexi invade northeastern Tibet and kill several thousand Tibetans,8th century,5
498,743,Tang recovers the Jiuqu (九曲) area from the Tibetan Empire,8th century,5
499,743,"The Protectorate General to Pacify the East is relocated to the Old City of Liaoxi, possibly Ying Prefecture (modern Chaoyang, Liaoning.[46]",8th century,5
500,745,Tibetan Empire defeats a Tang army at the Stone City,8th century,5
501,745,Two Khitan tribes revolt and are defeated by An Lushan,8th century,5
502,747,"Gao Xianzhi marches across the Pamirs with 10,000 men and conquers Little Balur (Gilgit), a client state of the Tibetan Empire",8th century,5
503,748,"Tang constructs a fortress on an island on the Qinghai Lake, pacifying the northern Qinghai region",8th century,5
504,748,Tang recaptures Suyab and destroys it,8th century,5
505,749,The fubing system is all but abolished,8th century,5
506,749,Longyou defense command under Geshu Han attacks Tibetan Empire and retakes the Stone City but suffers heavy casualties[91],8th century,5
507,750,Tang defeats the Turgesh-Chach and executes the king of Chach[96],8th century,5
508,750,Chinese cultural dominance in Liaoning disappears and is replaced by Khitan culture,8th century,5
509,751,Battle of Talas: Tang forces are defeated by Arabs,8th century,5
510,751,"Xianyu Zhongtong attacks Nanzhao with an army of 80,000 but is utterly defeated, losing three quarters of his original force",8th century,5
511,752,An Lushan attacks the Khitans,8th century,5
512,753,"Geshu Han ejects the Tibetans from the ""Nine Bends"" region on the upper course of the Yellow River",8th century,5
513,754,"Yang Guozhong invades Nanzhao but fails to engage with the enemy until supplies ran out, at which time they were attacked and routed",8th century,5
514,754,Monk Jianzhen arrives in Japan and establishes the Risshū (Buddhism) sect in Nara,8th century,5
515,755,An Lushan Rebellion: An Lushan rebels and declares himself emperor of Yan,8th century,5
516,756,Battle of Yongqiu: Yan forces retreat from their siege of a Tang fortress,8th century,5
517,756,"Emperor Xuanzong of Tang flees Chang'an. On his way to Sichuan, he is forced to order the death of his favorite consort Yang Guifei and abdicates in favor of Emperor Suzong of Tang",8th century,5
518,756,"The Taoist Mao Kua reports in his Pinglongren (Recognition of the Recumbent Dragon) that by heating saltpeter, the yin of the air can be obtained, which combines with sulphur, carbon, and metals other than gold.",8th century,5
519,757,An Lushan is killed by his son An Qingxu,8th century,5
520,757,Battle of Suiyang: Yan forces emerge victorious with great losses,8th century,5
521,757,Tang counterattack under Guo Ziyi and Uyghur allies evict the Yan from Chang'an and Luoyang,8th century,5
522,757,An Qingxu flees across the Yellow River to southern Hebei,8th century,5
523,757,Tibetan Empire conquers Shan Prefecture,8th century,5
524,758,"Princess Ningguo, second daughter of Emperor Suzong of Tang, marries Bayanchur Khan of the Uyghur Khaganate[105]",8th century,5
525,759,An Qingxu is killed by rebel Shi Siming,8th century,5
526,759,Shi Siming occupies Luoyang,8th century,5
527,759,"Jianzhen founds the Tōshōdai-ji in Nara, Japan",8th century,5
528,760,Yangzhou massacre: Troops under Tian Shengong slaughter Arab and Persian merchants in Yangzhou[109],8th century,5
529,760,Lu Yu (730s-circa 804) composes The Classic of Tea,8th century,5
530,761,Shi Siming is killed by his son Shi Chaoyi,8th century,5
531,761,The Protectorate General to Pacify the East is abolished[46],8th century,5
532,762,Emperor Xuanzong of Tang dies from depression,8th century,5
533,762,Emperor Suzong of Tang dies of a heart attack,8th century,5
534,762,Emperor Daizong of Tang ascends the throne,8th century,5
535,762,Tang army and Uyghur allies defeat Shi Chaoyi's army and retake Luoyang; both Tang soldiers and Uyghurs loot the city,8th century,5
536,763,An Lushan Rebellion: Shi Chaoyi commits suicide and the An Lushan Rebellion ends,8th century,5
537,763,Tibetan Empire invades the Tang dynasty with an army of 100 000 and briefly occupies Chang'an for 15 days before retreating[112],8th century,5
538,763,Tibetan Empire conquers Yanqi,8th century,5
539,764,Yan Wu (嚴武) is made jiedushi of Jiannan,8th century,5
540,764,Tibetan Empire invades the Tang dynasty with a 70 000 strong army and takes Liang Prefecture but is repulsed by Yan Wu in Jiannan[116],8th century,5
541,765,"Tibetan Empire invades the Tang dynasty with 30 000 troops and Uyghur allies, advancing as far as Fengtian twice but are repulsed by Guo Ziyi, who convinced the Uyghurs to switch sides",8th century,5
542,766,Tibetan Empire conquers Gan and Su prefectures.,8th century,5
543,767,Sea people invade Annam and are defeated,8th century,5
544,776,Tibetan Empire conquers Gua Prefecture.,8th century,5
545,779,Emperor Daizong of Tang dies from illness; Emperor Dezong of Tang succeeds him,8th century,5
546,780,"A group of Uyghurs and Sogdians are killed while leaving Chang'an with tribute. The Tang agree to 1,800,000 strings of cash in compensation.",8th century,5
547,780,The dual tax system is implemented,8th century,5
548,781,Tibetan Empire conquers Yi Prefecture.[115],8th century,5
549,781,Guo Ziyi dies,8th century,5
550,782,Wang Wujun of Chengde and Zhu Tao of Lulong join Tian Yue of Weibo in rebellion against Tang,8th century,5
551,783,"Tibetan Empire and Tang sign the Treaty of Qinshui, ending further hostilities",8th century,5
552,783,Li Xilie of Huaixi (south Henan) rebels,8th century,5
553,783,Emperor Dezong of Tang imposes housing and cash transaction taxes,8th century,5
554,783,Troops at Jing Prefecture mutiny in Chang'an and set up Zhu Ci as emperor,8th century,5
555,783,"Emperor Dezong of Tang flees to Fengtian (奉天, in modern Xianyang)",8th century,5
556,784,Emperor Dezong of Tang pardons Tian Yue et al.,8th century,5
557,784,Li Huaiguang of Shuofang rebels,8th century,5
558,784,Tibetan Empire aids Tang in crushing Zhu Ci's rebellion in return for ownership of the Anxi Protectorate and Beiting Protectorate,8th century,5
559,784,Li Sheng retakes Chang'an,8th century,5
560,784,Zhu Ci is killed,8th century,5
561,784,Tang breaks their promise to cede their protectorates to the Tibetan Empire and as a result the Treaty of Qingshui is annulled,8th century,5
562,785,Phùng Hưng rebels in Annam,8th century,5
563,786,Warlord Li Xilie is killed,8th century,5
564,786,Tibetan Empire conquers Yan and Xia prefectures,8th century,5
565,787,Tibetan Empire double crosses Tang at the Treaty of Pingliang and captures many of the Tang officials and military leaders present,8th century,5
566,787,Tibetan Empire destroys Yan and Xia prefectures before abandoning them,8th century,5
567,787,Tibetan Empire captures Sha Prefecture and Qiuci[113],8th century,5
568,788,Tang defeats the Tibetan Empire at Xi Prefecture,8th century,5
569,788,"Princess Xian'an, eighth daughter of Emperor Dezong of Tang, marries Alp qutlugh bilge of the Uyghur Khaganate[125]",8th century,5
570,789,"Tibetan Empire attacks Long, Jing, and Bing prefectures",8th century,5
571,790,Tibetan Empire conquers Ting Prefecture[127],8th century,5
572,791,Tang regains control of Annam,8th century,5
573,792,Tibetan Empire conquers Xi Prefecture and Yutian[127],8th century,5
574,793,"Tang general Wei Gao destroys 50 Tibetan strongholds and defeats a 30,000 strong Tibetan army, recovering Yan Prefecture",8th century,5
575,796,Tibetan Empire attacks Qing Prefecture but the campaign abruptly ends when chief minister Nanam Shang Gyaltsen Lhanang dies,8th century,5
576,801,Tang and Nanzhao defeat Tibetan Empire and their Abbasid slave soldiers,9th century,5
577,803,Tang pushes the western border forward to Pingliang,9th century,5
578,803,Champa seizes southern Annam,9th century,5
579,803,The Leshan Giant Buddha is completed,9th century,5
580,804,Merchants start using paper notes known as flying cash as a credit medium[132],9th century,5
581,804,Kukai visits China,9th century,5
582,805,"Emperor Dezong of Tang dies; his son Li Song succeeds him and becomes Emperor Shunzong of Tang, who abdicates in favor of his son Li Chun, who becomes Emperor Xianzong of Tang",9th century,5
583,805,Wang Shuwen makes a failed attempt to take back military power from the eunuchs,9th century,5
584,806,Emperor Xianzong of Tang pacifies military commanders in Jiannan and the lower Yangzi region,9th century,5
585,806,Kukai returns to Japan,9th century,5
586,808,The Chuy branch of Shatuo Turks are defeated by the Tibetan Empire and move to Inner China,9th century,5
587,808,First confirmed reference to gunpowder appears in the Taishang Shengzu Jindan Mijue,9th century,5
588,809,Emperor Xianzong of Tang attacks Chengde but fails,9th century,5
589,812,The Tang government takes over the merchant institution of using flying cash for the purpose of forwarding local taxes and revenues to the capital,9th century,5
590,814,Wu Yuanji rebels in Huaixi (south Henan),9th century,5
591,817,Wu Yuanji is captured and killed,9th century,5
592,819,Tibetan Empire attacks Qing Prefecture,9th century,5
593,820,"Emperor Xianzong of Tang dies, probably from being poisoned by eunuchs; his son Li Heng succeeds him and becomes Emperor Muzong of Tang",9th century,5
594,820,Dương Thanh rebels and seizes Đại La,9th century,5
595,821,Tang and the Tibetan Empire sign a treaty of non-aggression with the Tang recognizing Tibet's ownership of the Western Regions as well as the Longyou and Hexi regions in what is now Gansu Province,9th century,5
596,821,Tibetan Empire attacks Tang but are driven off by the governor of Yan Prefecture,9th century,5
597,821,"Princess Taihe, 17th daughter of Emperor Xianzong of Tang, marries Kün tengride ülüg bulmïsh alp küchlüg bilge of the Uyghur Khaganate[105]",9th century,5
598,822,"The Uyghurs send troops to help the Tang fight against rebels, but their aid is refused; the Tang pay them 70,000 pieces of silk to go home.",9th century,5
599,823,The Tang-Bo huimeng bei (Stele of the Tang-Tibetan alliance) is set up in Lhasa,9th century,5
600,824,Emperor Muzong of Tang dies; his son Li Zhan succeeds him and becomes Emperor Jingzong of Tang,9th century,5
601,827,Emperor Jingzong of Tang is killed by eunuchs; his brother Li Ang succeeds him and becomes Emperor Wenzong of Tang,9th century,5
602,829,"Nanzhao takes Chengdu and captures 20,000 Chinese engineers",9th century,5
603,835,Sweet Dew Incident: Li Zhongyan and others are killed after a failed attempt to eliminate the eunuchs,9th century,5
604,835,Tang court forbids privately printed calendars,9th century,5
605,837,Tang regains control of Đại La,9th century,5
606,838,Japanese monk Ennin visits China,9th century,5
607,840,Emperor Wenzong of Tang dies; his brother Li Chan is placed on the throne by eunuchs and becomes Emperor Wuzong of Tang,9th century,5
608,840,Uyghur Khaganate enters decline in the aftermath of civil war,9th century,5
609,842,Tibetan Empire enters decline after the death of Dharma,9th century,5
610,843,"A Tang army led by Shi Xiong attacks the Uyghurs displaced by the fall of their khaganate and slaughters 10,000 Uyghurs at ""Kill the Foreigners"" Mountain (Shahu)",9th century,5
611,843,"Proscription against foreign religions begins, starting with Manichaeism",9th century,5
612,844,Zhaoyi defense command (mainly in south Shanxi) is brought under control,9th century,5
613,845,Great Anti-Buddhist Persecution: Emperor Wuzong of Tang instigates the third and largest proscription campaign against Buddhism in Chinese history; Zoroastrianism and Manichaeism are also targeted,9th century,5
614,846,"Emperor Wuzong of Tang dies, probably from taking pills made by alchemists; his uncle Li Chen is placed on the throne by eunuchs and becomes Emperor Xuānzong of Tang",9th century,5
615,846,Nanzhao raids Annam,9th century,5
616,846,Ban on Buddhism is partially lifted,9th century,5
617,847,Tang defeats a Tibetan army at Yan Prefecture,9th century,5
618,847,Ban on Buddhism is completely lifted,9th century,5
619,847,Japanese monk Ennin leaves for Japan,9th century,5
620,848,"Zhang Yichao, a resident of Sha Prefecture, rebels and captures Sha and Gua prefectures from the Tibetans",9th century,5
621,849,Tibetan commanders and soldiers in east Gansu defect to the Tang,9th century,5
622,850,"Zhang Yichao captures Gan, Su, and Yi prefectures and submits a petition to Emperor Xuānzong of Tang, offering his loyalty and submission[146]",9th century,5
623,851,"Zhang Yichao captures Xi Prefecture and the Tang emperor makes him Guiyi Jiedushi (歸義節度使, Governor of the Guiyi Circuit) and Cao Yijin his secretary general",9th century,5
624,851,An Arab traveler records the use of toilet paper in China.,9th century,5
625,853,"Duan Chengshi publishes the Miscellaneous Morsels from Youyang, a text on Chinese and foreign folklore and legends; it contains the Ye Xian, an early version of the story of Cinderella",9th century,5
626,858,Rebellion breaks out in Annam and is put down,9th century,5
627,858,A flood along the Grand Canal and on the North China Plain kills tens of thousands,9th century,5
628,858,"Taoist text Zhenyuan miaodao yaolüe mentions the dangers of ""fire medicine"" (gunpowder)",9th century,5
629,859,Emperor Xuānzong of Tang dies; eunuchs place his son Li Wen on the throne and becomes Emperor Yizong of Tang,9th century,5
630,860,The Qiu Fu Uprising in Zhejiang is suppressed,9th century,5
631,861,Nanzhao attacks Bo Prefecture and Annam but is repulsed.,9th century,5
632,861,"Zhang Yichao retakes Liang Prefecture, extending the Guiyi Circuit's authority to Xi, Gua, Gan, Su, Yi, Lan, Shan, He, Min, Liang, and Kuo prefectures",9th century,5
633,863,Nanzhao conquers Annam,9th century,5
634,866,Zhang Yichao defeats bLon Khrom brZhe and seizes Ting Prefecture and Luntai but immediately loses them as well as Xi Prefecture to the Kingdom of Qocho,9th century,5
635,866,Tibetans retreat to the Tibetan plateau,9th century,5
636,866,Gao Pian retakes Annam from Nanzhao,9th century,5
